,2024-10-01,2024-10-02,2024-10-03,2024-10-04,2024-10-05,2024-10-06,2024-10-07,2024-10-08,2024-10-09,2024-10-10,2024-10-11,2024-10-12,2024-10-13,2024-10-14,2024-10-15,2024-10-16,2024-10-17,2024-10-18,2024-10-19,2024-10-20,2024-10-21,2024-10-22,2024-10-23,2024-10-24,2024-10-25,2024-10-26,2024-10-27,2024-10-28,2024-10-29,2024-10-30,2024-10-31,2024-11-01,2024-11-02,2024-11-03,2024-11-04,2024-11-05,2024-11-06,2024-11-07,2024-11-08,2024-11-09,2024-11-10,2024-11-11,2024-11-12,2024-11-13,2024-11-14,2024-11-15,2024-11-16,2024-11-17,2024-11-18,2024-11-19,2024-11-20,2024-11-21,2024-11-22,2024-11-23,2024-11-24,2024-11-25,2024-11-26,2024-11-27,2024-11-28,2024-11-29,2024-11-30,2024-12-01,2024-12-02,2024-12-03,2024-12-04,2024-12-05,2024-12-06,2024-12-07,2024-12-08,2024-12-09,2024-12-10,2024-12-11,2024-12-12,2024-12-13,2024-12-14,2024-12-15,2024-12-16,2024-12-17,2024-12-18,2024-12-19,2024-12-20,2024-12-21,2024-12-22,2024-12-23,2024-12-24,2024-12-25,2024-12-26,2024-12-27,2024-12-28,2024-12-29,2024-12-30,2024-12-31,growth
NFLX,706.1300048828125,711.0900268554688,706.7999877929688,719.7000122070312,719.7000122070312,719.7000122070312,701.9199829101562,721.760009765625,727.4299926757812,730.2899780273438,722.7899780273438,722.7899780273438,722.7899780273438,713.0,705.97998046875,702.0,687.6500244140625,763.8900146484375,763.8900146484375,763.8900146484375,772.0700073242188,764.239990234375,749.2899780273438,754.5499877929688,754.6799926757812,754.6799926757812,754.6799926757812,749.1199951171875,759.4400024414062,753.739990234375,756.030029296875,756.0999755859375,756.0999755859375,756.0999755859375,755.510009765625,763.9099731445312,780.2100219726562,796.5399780273438,795.0399780273438,795.0399780273438,795.0399780273438,805.4400024414062,819.5,830.469970703125,837.260009765625,823.9600219726562,823.9600219726562,823.9600219726562,847.0499877929688,871.3200073242188,883.8499755859375,897.47998046875,897.7899780273438,897.7899780273438,897.7899780273438,865.5900268554688,872.5999755859375,877.3400268554688,877.3400268554688,886.8099975585938,886.8099975585938,886.8099975585938,897.739990234375,902.1699829101562,911.0599975585938,917.8699951171875,934.739990234375,934.739990234375,934.739990234375,913.6900024414062,913.3499755859375,936.5599975585938,925.5499877929688,918.8699951171875,918.8699951171875,918.8699951171875,921.0800170898438,919.1300048828125,889.5499877929688,902.0399780273438,909.0499877929688,909.0499877929688,909.0499877929688,911.4500122070312,932.1199951171875,932.1199951171875,924.1400146484375,907.5499877929688,907.5499877929688,907.5499877929688,900.4299926757812,891.3200073242188,0.2622604919219371
DIS,93.63510131835938,93.73465728759766,93.21694946289062,94.7302474975586,94.7302474975586,94.7302474975586,91.982421875,92.10189056396484,93.18708038330078,92.57977294921875,93.7147445678711,93.7147445678711,93.7147445678711,94.55104064941406,93.8043441772461,96.32318878173828,96.1141128540039,96.85084533691406,96.85084533691406,96.85084533691406,96.19376373291016,96.31322479248047,95.8154296875,94.97914123535156,94.61077117919922,94.61077117919922,94.61077117919922,95.7756118774414,95.70591735839844,94.66055297851562,95.7756118774414,95.3873291015625,95.3873291015625,95.3873291015625,95.36742401123047,96.2037124633789,98.45374298095703,98.49356842041016,98.58316802978516,98.58316802978516,98.58316802978516,100.41505432128906,100.54447937011719,102.26685333251953,108.63861846923828,114.57232666015625,114.57232666015625,114.57232666015625,113.03911590576172,111.92405700683594,113.75594329833984,114.21391296386719,115.13980865478516,115.13980865478516,115.13980865478516,115.48826599121094,114.94068908691406,117.08120727539062,117.08120727539062,116.9517822265625,116.9517822265625,116.9517822265625,116.64315032958984,115.936279296875,116.47389221191406,115.9860610961914,116.21504974365234,116.21504974365234,116.21504974365234,114.1043930053711,114.22386932373047,114.1043930053711,114.39311981201172,112.83999633789062,112.83999633789062,112.83999633789062,112.11000061035156,113.0199966430664,111.3499984741211,111.37000274658203,112.02999877929688,112.02999877929688,112.02999877929688,111.4000015258789,112.55999755859375,112.55999755859375,112.55000305175781,111.55000305175781,111.55000305175781,111.55000305175781,110.80000305175781,111.3499984741211,0.18919077254512773
SPY,566.712646484375,566.9518432617188,565.9153442382812,571.0579833984375,571.0579833984375,571.0579833984375,565.8953857421875,571.2473754882812,575.2041015625,574.1974487304688,577.6358642578125,577.6358642578125,577.6358642578125,582.3599853515625,577.835205078125,580.3467407226562,580.3965454101562,582.6290893554688,582.6290893554688,582.6290893554688,581.6723022460938,581.3633422851562,576.0512084960938,577.2969970703125,577.09765625,577.09765625,577.09765625,578.8817138671875,579.8185424804688,578.064453125,566.7326049804688,569.12451171875,569.12451171875,569.12451171875,567.8986206054688,574.7655639648438,589.0574340820312,593.612060546875,596.1834716796875,596.1834716796875,596.1834716796875,596.7515258789062,594.8978271484375,595.1868286132812,591.3596801757812,583.78515625,583.78515625,583.78515625,586.1771240234375,588.3198852539062,588.5192260742188,591.6785888671875,593.512451171875,593.512451171875,593.512451171875,595.5256958007812,598.6351928710938,596.8212890625,596.8212890625,600.52880859375,600.52880859375,600.52880859375,601.605224609375,601.8842163085938,605.6216430664062,604.625,605.7711791992188,605.7711791992188,605.7711791992188,602.6516723632812,600.7779541015625,605.42236328125,602.3028564453125,602.1832885742188,602.1832885742188,602.1832885742188,604.7545776367188,602.262939453125,584.3134155273438,584.1339721679688,591.1500244140625,591.1500244140625,591.1500244140625,594.6900024414062,601.2999877929688,601.2999877929688,601.3400268554688,595.010009765625,595.010009765625,595.010009765625,588.219970703125,586.0800170898438,0.03417493984934874
BA,154.22000122070312,152.88999938964844,150.52000427246094,155.0,155.0,155.0,155.91000366210938,154.64999389648438,149.3699951171875,146.6199951171875,151.02000427246094,151.02000427246094,151.02000427246094,148.99000549316406,152.35000610351562,154.89999389648438,155.30999755859375,155.0,155.0,155.0,159.82000732421875,159.8800048828125,157.05999755859375,155.1999969482422,155.00999450683594,155.00999450683594,155.00999450683594,150.69000244140625,152.97999572753906,154.2899932861328,149.30999755859375,154.58999633789062,154.58999633789062,154.58999633789062,155.07000732421875,151.0,147.16000366210938,150.97999572753906,151.67999267578125,151.67999267578125,151.67999267578125,148.9600067138672,145.1699981689453,139.97000122070312,138.13999938964844,140.19000244140625,140.19000244140625,140.19000244140625,143.8699951171875,145.60000610351562,146.0800018310547,143.41000366210938,149.2899932861328,149.2899932861328,149.2899932861328,153.10000610351562,150.75999450683594,152.39999389648438,152.39999389648438,155.44000244140625,155.44000244140625,155.44000244140625,156.5399932861328,155.0,158.27999877929688,156.6699981689453,153.92999267578125,153.92999267578125,153.92999267578125,157.0399932861328,164.10000610351562,165.9600067138672,167.75,169.64999389648438,169.64999389648438,169.64999389648438,173.1699981689453,173.02999877929688,172.6199951171875,177.0399932861328,177.35000610351562,177.35000610351562,177.35000610351562,177.69000244140625,179.33999633789062,179.33999633789062,180.3800048828125,180.72000122070312,180.72000122070312,180.72000122070312,176.5500030517578,177.0,0.14771105303453202
PYPL,77.47000122070312,77.44000244140625,77.30999755859375,79.36000061035156,79.36000061035156,79.36000061035156,80.26000213623047,81.16000366210938,81.6500015258789,78.9800033569336,80.51000213623047,80.51000213623047,80.51000213623047,80.66999816894531,79.55000305175781,80.81999969482422,79.81999969482422,80.94000244140625,80.94000244140625,80.94000244140625,80.55999755859375,80.91000366210938,80.83000183105469,81.38999938964844,81.69999694824219,81.69999694824219,81.69999694824219,83.58999633789062,80.27999877929688,78.22000122070312,79.30000305175781,77.25,77.25,77.25,78.12999725341797,79.25,81.41000366210938,81.3499984741211,83.01000213623047,83.01000213623047,83.01000213623047,86.94000244140625,86.4000015258789,87.30999755859375,85.79000091552734,85.83000183105469,85.83000183105469,85.83000183105469,84.66999816894531,84.08999633789062,84.73999786376953,84.81999969482422,86.7699966430664,86.7699966430664,86.7699966430664,87.7699966430664,86.94000244140625,86.56999969482422,86.56999969482422,86.7699966430664,86.7699966430664,86.7699966430664,86.52999877929688,85.13999938964844,89.33000183105469,89.04499816894531,89.87999725341797,89.87999725341797,89.87999725341797,90.0,88.76000213623047,90.75,89.4000015258789,91.0199966430664,91.0199966430664,91.0199966430664,91.30000305175781,90.86000061035156,85.44999694824219,86.77999877929688,87.12999725341797,87.12999725341797,87.12999725341797,86.9000015258789,88.25,88.25,88.13999938964844,86.86000061035156,86.86000061035156,86.86000061035156,85.43000030517578,85.3499984741211,0.10171675654126766
GOOG,168.03770446777344,166.9302215576172,166.83045959472656,168.17738342285156,168.17738342285156,168.17738342285156,164.016845703125,165.32386779785156,162.6898651123047,162.80958557128906,164.1465606689453,164.1465606689453,164.1465606689453,165.972412109375,166.52114868164062,166.3615264892578,164.13658142089844,164.67535400390625,164.67535400390625,164.67535400390625,165.4236602783203,166.44134521484375,164.1066436767578,164.1565399169922,166.61094665527344,166.61094665527344,166.61094665527344,167.9578857421875,170.75152587890625,175.7401885986328,172.2980194091797,172.2581024169922,172.2581024169922,172.2581024169922,170.2925567626953,171.0209197998047,177.9252166748047,181.86624145507812,179.45175170898438,179.45175170898438,179.45175170898438,181.55694580078125,182.90390014648438,180.080322265625,176.94744873046875,173.4952850341797,173.4952850341797,173.4952850341797,176.39869689941406,179.17236328125,176.92747497558594,168.85585021972656,166.19192504882812,166.19192504882812,166.19192504882812,169.04541015625,170.2327117919922,170.43226623535156,170.43226623535156,170.10301208496094,170.10301208496094,170.10301208496094,172.5873565673828,172.6272735595703,175.69029235839844,173.91433715820312,176.0894012451172,176.0894012451172,176.0894012451172,176.89846801757812,186.31773376464844,196.4861602783203,193.40965270996094,191.16221618652344,191.16221618652344,191.16221618652344,197.93450927734375,196.8956756591797,189.93360900878906,189.484130859375,192.74041748046875,192.74041748046875,192.74041748046875,195.7669677734375,197.34518432617188,197.34518432617188,196.87571716308594,193.81918334960938,193.81918334960938,193.81918334960938,192.47073364257812,190.22328186035156,0.13202737720588723
UNH,578.5985107421875,587.5359497070312,587.9723510742188,586.4349365234375,586.4349365234375,586.4349365234375,578.8564453125,576.8924560546875,586.4547119140625,592.8825073242188,593.2296752929688,593.2296752929688,593.2296752929688,600.5204467773438,551.8062744140625,566.7349853515625,561.4677734375,565.0189208984375,565.0189208984375,565.0189208984375,566.8638916015625,565.266845703125,560.0889892578125,556.289794921875,560.0096435546875,560.0096435546875,560.0096435546875,560.6841430664062,557.5991821289062,558.4224853515625,559.9500732421875,562.9854736328125,562.9854736328125,562.9854736328125,553.2743530273438,562.4597778320312,591.8806762695312,600.570068359375,610.8465576171875,610.8465576171875,610.8465576171875,620.2105102539062,609.7156982421875,600.9866943359375,588.3692016601562,587.4566040039062,587.4566040039062,587.4566040039062,584.8974609375,572.349365234375,595.659912109375,592.6741943359375,586.1076049804688,586.1076049804688,586.1076049804688,600.947021484375,601.8992309570312,603.4764404296875,603.4764404296875,605.2817993164062,605.2817993164062,605.2817993164062,603.6152954101562,600.3517456054688,605.8670043945312,574.3034057617188,545.1900634765625,545.1900634765625,545.1900634765625,558.2343139648438,562.7848510742188,531.2595825195312,513.565185546875,518.2650756835938,518.2650756835938,518.2650756835938,496.3786315917969,483.453857421875,497.59344482421875,487.1679992675781,498.001708984375,498.001708984375,498.001708984375,504.1852722167969,503.9463195800781,503.9463195800781,508.9748229980469,507.8197326660156,507.8197326660156,507.8197326660156,505.6390686035156,503.7073059082031,-0.12943552989432852
JNJ,159.4244384765625,158.61741638183594,157.95803833007812,157.7513427734375,157.7513427734375,157.7513427734375,157.00338745117188,157.16085815429688,158.10565185546875,157.96786499023438,158.90283203125,158.90283203125,158.90283203125,159.04061889648438,161.5010223388672,161.67816162109375,161.8651580810547,162.50485229492188,162.50485229492188,162.50485229492188,160.25112915039062,160.86131286621094,163.23313903808594,161.07781982421875,158.33201599121094,158.33201599121094,158.33201599121094,159.04061889648438,157.5545196533203,158.06629943847656,157.3281707763672,157.59390258789062,157.59390258789062,157.59390258789062,155.73382568359375,155.8420867919922,155.37953186035156,154.24774169921875,153.0076904296875,153.0076904296875,153.0076904296875,152.58448791503906,150.22251892089844,150.81301879882812,149.46470642089844,151.56097412109375,151.56097412109375,151.56097412109375,152.31878662109375,150.57681274414062,150.68507385253906,153.03721618652344,152.71243286132812,152.71243286132812,152.71243286132812,153.31277465820312,153.29295349121094,154.16595458984375,154.16595458984375,153.779052734375,153.779052734375,153.779052734375,153.5707244873047,151.1501007080078,149.27511596679688,148.33265686035156,148.1243133544922,148.1243133544922,148.1243133544922,148.41201782226562,148.04495239257812,145.47552490234375,145.07870483398438,145.45567321777344,145.45567321777344,145.45567321777344,142.7076873779297,145.24734497070312,143.60052490234375,142.4398193359375,143.32275390625,143.32275390625,143.32275390625,144.1164093017578,144.69180297851562,144.69180297851562,144.42393493652344,143.8981475830078,143.8981475830078,143.8981475830078,142.20172119140625,143.4715576171875,-0.1000654668243996
PG,170.98593139648438,169.8792266845703,168.1005859375,166.8753204345703,166.8753204345703,166.8753204345703,165.13619995117188,166.1638641357422,167.26068115234375,166.94447326660156,169.05906677246094,169.05906677246094,169.05906677246094,170.46221923828125,171.5096435546875,170.33377075195312,170.23495483398438,170.24191284179688,170.24191284179688,170.24191284179688,168.512451171875,168.67147827148438,168.55221557617188,168.5919647216797,167.20045471191406,167.20045471191406,167.20045471191406,168.27391052246094,166.1568145751953,165.15293884277344,164.1788787841797,164.099365234375,164.099365234375,164.099365234375,164.07948303222656,164.75535583496094,160.07391357421875,162.41961669921875,166.6935577392578,166.6935577392578,166.6935577392578,165.0237274169922,164.83486938476562,165.57040405273438,166.06736755371094,168.512451171875,168.512451171875,168.512451171875,169.71511840820312,169.7250518798828,169.85427856445312,171.7030029296875,175.21160888671875,175.21160888671875,175.21160888671875,176.31488037109375,178.22323608398438,178.27293395996094,178.27293395996094,178.1735382080078,178.1735382080078,178.1735382080078,178.61087036132812,174.3568115234375,174.04869079589844,174.96311950683594,172.7665252685547,172.7665252685547,172.7665252685547,169.75486755371094,171.23585510253906,169.59585571289062,169.8145294189453,170.0232391357422,170.0232391357422,170.0232391357422,170.10275268554688,169.29766845703125,168.0552520751953,168.16458129882812,167.0414276123047,167.0414276123047,167.0414276123047,167.09112548828125,167.9160919189453,167.9160919189453,169.1287078857422,168.5025177001953,168.5025177001953,168.5025177001953,166.07730102539062,166.6339111328125,-0.02545250494077407
JPM,204.72166442871094,204.96885681152344,202.9319305419922,210.13473510742188,210.13473510742188,210.13473510742188,209.84620666503906,209.66714477539062,212.32342529296875,211.74639892578125,221.14784240722656,221.14784240722656,221.14784240722656,220.34201049804688,221.24734497070312,222.4909210205078,223.26690673828125,224.21202087402344,224.21202087402344,224.21202087402344,221.8542022705078,222.96844482421875,222.26210021972656,223.8240203857422,221.16773986816406,221.16773986816406,221.16773986816406,224.3413543701172,221.7547149658203,223.2569580078125,220.77975463867188,221.7945098876953,221.7945098876953,221.7945098876953,218.65074157714844,220.3519744873047,245.7905731201172,235.16546630859375,235.7623748779297,235.7623748779297,235.7623748779297,238.0605010986328,238.32911682128906,239.9208984375,240.6272430419922,244.04957580566406,244.04957580566406,244.04957580566406,243.77101135253906,241.84097290039062,239.5428466796875,243.5023956298828,247.27293395996094,247.27293395996094,247.27293395996094,249.0039825439453,248.6856231689453,248.5065460205078,248.5065460205078,248.43692016601562,248.43692016601562,248.43692016601562,244.9847412109375,243.56210327148438,242.14938354492188,244.21868896484375,246.0890350341797,246.0890350341797,246.0890350341797,242.55728149414062,241.61216735839844,242.27871704101562,240.2889862060547,238.70716857910156,238.70716857910156,238.70716857910156,238.34901428222656,237.13528442382812,229.1863250732422,231.76303100585938,236.3791961669922,236.3791961669922,236.3791961669922,237.16513061523438,241.0649871826172,241.0649871826172,241.89071655273438,239.93084716796875,239.93084716796875,239.93084716796875,238.09036254882812,238.4783477783203,0.16489062573719096
MA,494.9913635253906,494.1836242675781,493.5852966308594,496.3076477050781,496.3076477050781,496.3076477050781,489.9255676269531,495.66943359375,499.2142333984375,497.28704833984375,501.5208435058594,501.5208435058594,501.5208435058594,505.91436767578125,506.4835205078125,513.3134765625,513.00390625,515.5801391601562,515.5801391601562,515.5801391601562,514.2520751953125,512.2650146484375,512.9739379882812,509.8685302734375,506.6133117675781,506.6133117675781,506.6133117675781,507.4620666503906,505.534912109375,512.9340209960938,498.854736328125,507.3322448730469,507.3322448730469,507.3322448730469,504.8359375,504.81597900390625,520.363037109375,517.1178588867188,523.9877319335938,523.9877319335938,523.9877319335938,529.33984375,528.3911743164062,521.1119384765625,519.6341552734375,521.1219482421875,521.1219482421875,521.1219482421875,520.8623046875,518.695556640625,511.7856750488281,514.3419189453125,520.0934448242188,520.0934448242188,520.0934448242188,525.824951171875,527.7022094726562,531.5964965820312,531.5964965820312,532.1557006835938,532.1557006835938,532.1557006835938,530.5780029296875,525.4056396484375,520.373046875,523.9977416992188,527.7921142578125,527.7921142578125,527.7921142578125,522.0505981445312,528.2314453125,533.6634521484375,531.6264038085938,528.2214965820312,528.2214965820312,528.2214965820312,529.529541015625,530.228515625,519.19482421875,522.5099487304688,527.2529296875,527.2529296875,527.2529296875,528.1815795898438,534.921630859375,534.921630859375,535.3609619140625,531.416748046875,531.416748046875,531.416748046875,524.7765502929688,525.7950439453125,0.06223074318011166
CVX,146.56271362304688,147.78652954101562,148.0802459716797,147.58094787597656,147.58094787597656,147.58094787597656,147.9529571533203,145.63262939453125,146.51376342773438,147.46343994140625,148.24668884277344,148.24668884277344,148.24668884277344,148.59913635253906,144.63401794433594,145.61305236816406,148.0312957763672,147.59071350097656,147.59071350097656,147.59071350097656,147.71800231933594,147.7571563720703,147.3263702392578,147.2969970703125,147.6494598388672,147.6494598388672,147.6494598388672,147.38511657714844,145.407470703125,144.94729614257812,145.701171875,149.8621063232422,149.8621063232422,149.8621063232422,150.7432403564453,150.19497680664062,154.41464233398438,153.48455810546875,153.6411895751953,153.6411895751953,153.6411895751953,153.22023010253906,152.0355682373047,155.39369201660156,158.40914916992188,158.03709411621094,158.03709411621094,158.03709411621094,158.9964599609375,157.8491973876953,159.56021118164062,159.85691833496094,160.57891845703125,160.57891845703125,160.57891845703125,158.60084533691406,160.74703979492188,160.33164978027344,160.33164978027344,160.15362548828125,160.15362548828125,160.15362548828125,160.43055725097656,160.14373779296875,156.58323669433594,157.5821533203125,153.53701782226562,153.53701782226562,153.53701782226562,155.35684204101562,155.2777099609375,154.4963836669922,153.01283264160156,152.18203735351562,152.18203735351562,152.18203735351562,147.72152709960938,146.4852294921875,142.49945068359375,139.60157775878906,141.28294372558594,141.28294372558594,141.28294372558594,141.40162658691406,142.26206970214844,142.26206970214844,142.40054321289062,142.42031860351562,142.42031860351562,142.42031860351562,141.5005340576172,143.2510986328125,-0.022595207937754956
ABBV,193.57418823242188,193.4365997314453,192.0901336669922,190.95008850097656,190.95008850097656,190.95008850097656,190.2817840576172,189.69207763671875,191.4021759033203,191.00904846191406,190.851806640625,190.851806640625,190.851806640625,192.2866973876953,190.067626953125,188.6807098388672,186.80836486816406,187.0956573486328,187.0956573486328,187.0956573486328,184.7973175048828,186.99658203125,186.12481689453125,187.87826538085938,186.0950927734375,186.0950927734375,186.0950927734375,187.90798950195312,187.68014526367188,199.61756896972656,201.96542358398438,201.64842224121094,201.64842224121094,201.64842224121094,198.59719848632812,199.79588317871094,199.32037353515625,198.63681030273438,197.63626098632812,197.63626098632812,197.63626098632812,172.8004608154297,169.4916534423828,168.7585906982422,168.04530334472656,163.4486541748047,163.4486541748047,163.4486541748047,164.72659301757812,165.01390075683594,166.19276428222656,170.1256866455078,175.2969207763672,175.2969207763672,175.2969207763672,175.4058837890625,179.44776916503906,181.36965942382812,181.36965942382812,181.22105407714844,181.22105407714844,181.22105407714844,180.0718994140625,179.80441284179688,174.81150817871094,174.52420043945312,174.5440216064453,174.5440216064453,174.5440216064453,174.92047119140625,174.02886962890625,172.7410125732422,171.57205200195312,171.7503662109375,171.7503662109375,171.7503662109375,170.02662658691406,173.74159240722656,171.4036407470703,169.9176483154297,173.93972778320312,173.93972778320312,173.93972778320312,176.7234649658203,178.31842041015625,178.31842041015625,177.52589416503906,176.34701538085938,176.34701538085938,176.34701538085938,174.55392456054688,176.0399169921875,-0.09058165967448727
KO,70.64884185791016,69.9592056274414,69.47645568847656,69.13162994384766,69.13162994384766,69.13162994384766,67.98880004882812,68.15628814697266,68.54051208496094,68.22525024414062,68.54051208496094,68.54051208496094,68.54051208496094,69.29911041259766,69.29911041259766,69.52571105957031,68.86563110351562,69.39763641357422,69.39763641357422,69.39763641357422,68.42228698730469,68.42228698730469,67.00360107421875,66.30410766601562,65.92972564697266,65.92972564697266,65.92972564697266,65.68342590332031,64.58984375,64.94451904296875,64.34355163574219,64.0479965209961,64.0479965209961,64.0479965209961,64.1465072631836,64.40267181396484,62.75737762451172,62.71796798706055,62.97412109375,62.97412109375,62.97412109375,62.42240905761719,62.26477813720703,62.06773376464844,61.624393463134766,60.82638168334961,60.82638168334961,60.82638168334961,60.94460678100586,61.66379928588867,62.057884216308594,62.816490173339844,62.97412109375,62.97412109375,62.97412109375,63.427310943603516,63.59480285644531,63.4765739440918,63.4765739440918,63.6105842590332,63.6105842590332,63.6105842590332,63.18373489379883,63.0546875,61.75428009033203,62.45907974243164,62.071937561035156,62.071937561035156,62.071937561035156,62.141422271728516,62.449153900146484,62.18113327026367,63.37234115600586,62.657615661621094,62.657615661621094,62.657615661621094,62.09178924560547,62.93556594848633,62.389591217041016,61.99252700805664,62.09178924560547,62.09178924560547,62.09178924560547,61.923038482666016,62.379669189453125,62.379669189453125,62.11164474487305,61.99252700805664,61.99252700805664,61.99252700805664,61.575599670410156,61.80391311645508,-0.1251956650505908
TMO,611.9671630859375,611.7474975585938,599.9661865234375,597.6598510742188,597.6598510742188,597.6598510742188,597.8994750976562,594.5049438476562,598.2988891601562,592.8475341796875,595.9725952148438,595.9725952148438,595.9725952148438,602.8316040039062,599.56689453125,590.611083984375,598.2988891601562,600.7550048828125,600.7550048828125,600.7550048828125,594.425048828125,585.4492797851562,575.5750122070312,556.495361328125,553.5001220703125,553.5001220703125,553.5001220703125,551.6629638671875,546.9005737304688,549.7460327148438,545.4529418945312,557.0344848632812,557.0344848632812,557.0344848632812,554.5883178710938,559.89990234375,558.7916870117188,555.0076904296875,550.8643188476562,550.8643188476562,550.8643188476562,546.0518798828125,539.8917846679688,541.0399780273438,532.1740112304688,512.265625,512.265625,512.265625,500.494384765625,508.3119201660156,512.0260620117188,515.2808837890625,512.4453735351562,512.4453735351562,512.4453735351562,513.3839111328125,512.1658325195312,520.83203125,520.83203125,528.7893676757812,528.7893676757812,528.7893676757812,529.10888671875,533.57177734375,528.0305786132812,520.0333251953125,528.519775390625,528.519775390625,528.519775390625,536.3772583007812,534.9994506835938,533.5118408203125,524.1666870117188,526.44482421875,526.44482421875,526.44482421875,529.8119506835938,528.3931884765625,515.7438354492188,516.25341796875,523.607177734375,523.607177734375,523.607177734375,524.8461303710938,528.5330200195312,528.5330200195312,526.7345581054688,525.62548828125,525.62548828125,525.62548828125,518.401611328125,519.7904052734375,-0.15062369906856551
MRK,112.85387420654297,110.23760223388672,108.36883544921875,107.965576171875,107.965576171875,107.965576171875,106.80496215820312,106.73612213134766,108.45735168457031,107.60165405273438,107.92623901367188,107.92623901367188,107.92623901367188,107.88689422607422,109.69664001464844,108.60488891601562,107.9458999633789,106.91316223144531,106.91316223144531,106.91316223144531,104.59194946289062,104.88703155517578,104.63129425048828,104.13951873779297,102.27075958251953,102.27075958251953,102.27075958251953,102.51664733886719,102.02486419677734,103.10678100585938,100.6380386352539,100.20526885986328,100.20526885986328,100.20526885986328,100.19544219970703,99.97905731201172,99.07417297363281,99.5069351196289,101.2281723022461,101.2281723022461,101.2281723022461,99.07417297363281,96.95951843261719,96.8808364868164,96.74313354492188,94.7268295288086,94.7268295288086,94.7268295288086,94.97272491455078,94.95304870605469,95.83826446533203,98.21847534179688,97.5496597290039,97.5496597290039,97.5496597290039,99.49711608886719,99.94954681396484,101.42488861083984,101.42488861083984,99.9692153930664,99.9692153930664,99.9692153930664,98.95614624023438,100.17576599121094,99.70365905761719,101.84782409667969,101.39537811279297,101.39537811279297,101.39537811279297,102.08387756347656,99.33973693847656,98.11029052734375,99.58563232421875,100.32330322265625,100.32330322265625,100.32330322265625,99.2029800415039,99.2029800415039,97.49771118164062,98.6676025390625,97.21019744873047,97.21019744873047,97.21019744873047,98.51889038085938,98.59819793701172,98.59819793701172,99.01461029052734,98.84606170654297,98.84606170654297,98.84606170654297,97.52745819091797,98.6279525756836,-0.12605612107585576
CSCO,51.985755920410156,52.263858795166016,52.07514572143555,52.39297866821289,52.39297866821289,52.39297866821289,52.15460205078125,52.37311553955078,53.1974983215332,53.17763137817383,53.88282775878906,53.88282775878906,53.88282775878906,53.90269088745117,53.7139778137207,55.9984130859375,56.01827621459961,56.37583541870117,56.37583541870117,56.37583541870117,56.20698928833008,56.2169189453125,55.899085998535156,55.58125305175781,55.36274337768555,55.36274337768555,55.36274337768555,54.905853271484375,55.30315017700195,55.2137565612793,54.39930725097656,55.124366760253906,55.124366760253906,55.124366760253906,55.45213317871094,55.77989959716797,57.47832489013672,57.68690490722656,57.66704177856445,57.66704177856445,57.66704177856445,58.233184814453125,58.31264114379883,58.77946090698242,57.527984619140625,57.07109832763672,57.07109832763672,57.07109832763672,56.922119140625,56.6241455078125,57.11083221435547,57.17042541503906,58.153724670410156,58.153724670410156,58.153724670410156,58.342437744140625,59.186683654785156,58.88871765136719,58.88871765136719,58.80925750732422,58.80925750732422,58.80925750732422,59.027767181396484,59.077430725097656,59.21648025512695,59.613773345947266,59.48465347290039,59.48465347290039,59.48465347290039,58.55101776123047,58.322574615478516,58.19345474243164,58.451690673828125,58.22324752807617,58.22324752807617,58.22324752807617,57.955074310302734,58.12392807006836,57.140625,57.239952087402344,58.12392807006836,58.12392807006836,58.12392807006836,58.580814361572266,59.444923400878906,59.444923400878906,59.57404327392578,59.20655059814453,59.20655059814453,59.20655059814453,58.789390563964844,58.79932403564453,0.13106605828077025
CMCSA,41.044898986816406,40.95564651489258,40.46973419189453,40.84656524658203,40.84656524658203,40.84656524658203,40.22182083129883,40.60856628417969,41.05481719970703,40.75731658935547,40.91598129272461,40.91598129272461,40.91598129272461,41.62006378173828,41.75889587402344,41.897727966308594,41.87789535522461,41.58039474487305,41.58039474487305,41.58039474487305,40.19206619262695,41.20356369018555,41.20356369018555,41.302730560302734,41.31264877319336,41.31264877319336,41.31264877319336,41.491146087646484,41.7192268371582,41.887813568115234,43.305885314941406,43.196807861328125,43.196807861328125,43.196807861328125,42.175392150878906,42.205142974853516,44.76362991333008,43.82155227661133,43.543888092041016,43.543888092041016,43.543888092041016,43.83147048950195,43.67280578613281,43.543888092041016,43.11747360229492,42.52247619628906,42.52247619628906,42.52247619628906,42.641475677490234,41.96714401245117,42.631561279296875,43.137306213378906,43.1075553894043,43.1075553894043,43.1075553894043,42.83980941772461,42.28447723388672,42.205142974853516,42.205142974853516,42.82988739013672,42.82988739013672,42.82988739013672,42.92905807495117,42.50264358520508,42.19522476196289,42.4332275390625,42.790225982666016,42.790225982666016,42.790225982666016,38.72440719604492,39.20040512084961,39.37890625,39.90448760986328,39.587154388427734,39.587154388427734,39.587154388427734,38.53599548339844,38.47649383544922,37.54433059692383,37.08816909790039,37.901329040527344,37.901329040527344,37.901329040527344,37.663330078125,38.079830169677734,38.079830169677734,37.93107986450195,37.613746643066406,37.613746643066406,37.613746643066406,37.078250885009766,37.21708297729492,-0.09325923815163917
